Name	PubchemFP2	PubchemFP3	PubchemFP11	PubchemFP12	PubchemFP14	PubchemFP15	PubchemFP16	PubchemFP19	PubchemFP20	PubchemFP23	PubchemFP33	PubchemFP37	PubchemFP143	PubchemFP145	PubchemFP146	PubchemFP150	PubchemFP178	PubchemFP179	PubchemFP180	PubchemFP181	PubchemFP183	PubchemFP184	PubchemFP185	PubchemFP186	PubchemFP192	PubchemFP255	PubchemFP256	PubchemFP257	PubchemFP259	PubchemFP285	PubchemFP286	PubchemFP287	PubchemFP293	PubchemFP294	PubchemFP299	PubchemFP305	PubchemFP308	PubchemFP333	PubchemFP334	PubchemFP335	PubchemFP338	PubchemFP339	PubchemFP340	PubchemFP341	PubchemFP342	PubchemFP345	PubchemFP346	PubchemFP351	PubchemFP352	PubchemFP353	PubchemFP355	PubchemFP356	PubchemFP357	PubchemFP358	PubchemFP362	PubchemFP365	PubchemFP366	PubchemFP370	PubchemFP371	PubchemFP372	PubchemFP373	PubchemFP374	PubchemFP375	PubchemFP376	PubchemFP377	PubchemFP378	PubchemFP379	PubchemFP380	PubchemFP381	PubchemFP382	PubchemFP383	PubchemFP384	PubchemFP385	PubchemFP386	PubchemFP387	PubchemFP389	PubchemFP390	PubchemFP391	PubchemFP392	PubchemFP393	PubchemFP396	PubchemFP397	PubchemFP403	PubchemFP405	PubchemFP406	PubchemFP412	PubchemFP414	PubchemFP416	PubchemFP418	PubchemFP420	PubchemFP430	PubchemFP431	PubchemFP432	PubchemFP434	PubchemFP435	PubchemFP437	PubchemFP438	PubchemFP439	PubchemFP440	PubchemFP441	PubchemFP442	PubchemFP443	PubchemFP445	PubchemFP446	PubchemFP447	PubchemFP449	PubchemFP450	PubchemFP451	PubchemFP452	PubchemFP453	PubchemFP457	PubchemFP459	PubchemFP464	PubchemFP465	PubchemFP470	PubchemFP472	PubchemFP476	PubchemFP482	PubchemFP484	PubchemFP485	PubchemFP487	PubchemFP490	PubchemFP491	PubchemFP493	PubchemFP495	PubchemFP498	PubchemFP499	PubchemFP501	PubchemFP502	PubchemFP503	PubchemFP504	PubchemFP506	PubchemFP507	PubchemFP516	PubchemFP519	PubchemFP520	PubchemFP521	PubchemFP523	PubchemFP524	PubchemFP528	PubchemFP530	PubchemFP531	PubchemFP532	PubchemFP535	PubchemFP536	PubchemFP538	PubchemFP539	PubchemFP540	PubchemFP541	PubchemFP542	PubchemFP545	PubchemFP546	PubchemFP547	PubchemFP548	PubchemFP549	PubchemFP550	PubchemFP552	PubchemFP553	PubchemFP555	PubchemFP556	PubchemFP560	PubchemFP564	PubchemFP565	PubchemFP566	PubchemFP567	PubchemFP569	PubchemFP570	PubchemFP571	PubchemFP572	PubchemFP573	PubchemFP574	PubchemFP576	PubchemFP577	PubchemFP578	PubchemFP579	PubchemFP580	PubchemFP581	PubchemFP582	PubchemFP584	PubchemFP585	PubchemFP586	PubchemFP589	PubchemFP591	PubchemFP592	PubchemFP593	PubchemFP594	PubchemFP595	PubchemFP596	PubchemFP597	PubchemFP598	PubchemFP599	PubchemFP600	PubchemFP602	PubchemFP603	PubchemFP604	PubchemFP606	PubchemFP607	PubchemFP608	PubchemFP611	PubchemFP612	PubchemFP613	PubchemFP614	PubchemFP615	PubchemFP617	PubchemFP618	PubchemFP619	PubchemFP623	PubchemFP624	PubchemFP626	PubchemFP628	PubchemFP633	PubchemFP634	PubchemFP636	PubchemFP637	PubchemFP638	PubchemFP639	PubchemFP640	PubchemFP641	PubchemFP642	PubchemFP643	PubchemFP645	PubchemFP646	PubchemFP651	PubchemFP654	PubchemFP655	PubchemFP656	PubchemFP657	PubchemFP659	PubchemFP660	PubchemFP662	PubchemFP663	PubchemFP664	PubchemFP665	PubchemFP666	PubchemFP667	PubchemFP668	PubchemFP671	PubchemFP672	PubchemFP673	PubchemFP674	PubchemFP677	PubchemFP678	PubchemFP679	PubchemFP680	PubchemFP681	PubchemFP682	PubchemFP683	PubchemFP684	PubchemFP685	PubchemFP688	PubchemFP689	PubchemFP690	PubchemFP691	PubchemFP692	PubchemFP693	PubchemFP695	PubchemFP696	PubchemFP697	PubchemFP698	PubchemFP699	PubchemFP701	PubchemFP702	PubchemFP703	PubchemFP704	PubchemFP708	PubchemFP709	PubchemFP710	PubchemFP712	PubchemFP714	PubchemFP735	PubchemFP755	PubchemFP756	PubchemFP758	PubchemFP776	PubchemFP777	PubchemFP797	PubchemFP798	PubchemFP818	PubchemFP819	PubchemFP821
D00410	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
D00414	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00416	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00417	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00418	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00421	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00423	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00425	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
D00434	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0
D00437	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
D00448	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
D00449	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00451	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1
D00452	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
D00454	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00455	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00459	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0
D00463	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00475	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D00487	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
